,season,episode,live_viewership,featured_music,media_refs,plot
35,4,6, 1.40m ,2,0,"In a flashback to 1993, Jimmy is delivering mail at HHM and talks to his co-workers about a betting pool for the Academy Awards he has organized. He crosses paths with Kim, who is also doing mail rounds. Chuck enters the office to a big round of applause, having just won a big inheritance lawsuit using his knowledge of obscure case law. When Chuck approaches the pair, he answers Kims questions on case law, but is annoyed by Jimmy. After Howard collects Chuck, Kim continues her rounds, and Jimmy walks past HHMs law library. He turns around and steps inside, deciding to become a lawyer like Chuck and Kim.  At CC Mobile, Jimmy continues drawing WM doodles while talking to a sign company over the phone. He gets a call from Brett Dunst, a nephew of Geraldine Strauss, telling Jimmy that Geraldine recently died. Jimmy is more emotionally affected by the news of Mrs. Strausss passing than of Chucks.  He asks if her grandson received the ""Alpine Shepherd Boy"" Hummel figurine, learning that he did. Jimmy tells Brett that he isnt practicing law anymore, and refers him to Francis Scheff at HHM. Brett notes Jimmys last name is in HHM, which Jimmy dismisses as a ""coincidence."" Back at the apartment, Jimmy watches his Davis & Main commercial for the Sandpiper case in which Mrs. Strauss appeared. As he does so, Jimmy receives a phone call from Kim telling him she is someplace ""very good.""  "
36,4,7, 1.35m ,8,0,"Through a split-screen effect, the episode opens with a months-long montage showing Jimmy and Kims diverging paths. Jimmy, using his ""Saul Goodman"" alias, continues his side business of supplying drop phones to Albuquerques criminal element while completing his PPD. Kim moves her Mesa Verde files to her new office at Schweikart and Cokely and continues aiding the banks expansion, while working cases as a public defender in her spare time. The montage ends with Kim climbing into bed and waking Jimmy, who stares into space. From first-person perspective, Jimmy greets someone at a residential house that he plans to use as his practice when his law license is reinstated, explaining how he wants to use each room. The person visiting him turns out to be Huell, his partner in the drop phone business. Jimmy asks for Huells opinion on whether the place would make a good law office, but Huell replies that if he was a lawyer, he would have a high-rise office and a boat.   Huell sits in the back of a police car while Jimmy tries to barter with Platt to release him. Platt reveals that he busted Huell three years previously for pickpocketing. Jimmy promises to sell his phones somewhere else if Huell is let go, but Platt refuses and Huell is driven away.  "
37,4,8, 1.37m ,5,0,"Kim sees Jimmy off as he travels by bus to Huells hometown of Coushatta, Louisiana. Throughout the journey, Jimmy writes on postcards with different pens and in different styles of handwriting. He also recruits other riders into writing their own messages, paying them a few dollars for each letter. When he arrives in Coushatta, Jimmy gets off the bus and steps into the local post office. After dispensing with his enveloped messages, Jimmy waits out front for the bus going back home.     "
38,4,9, 1.35m ,0,0,"In Lubbock, Texas, Kim -- walking on crutches, with a protective boot on one leg, goes to City Hall to visit the Department of Building Safety. There, she tells the clerk that she may have presented a submission with out-of-date conference room dimensions for Mesa Verdes new Lubbock branch, having brought along updated blueprints. While comparing two blueprints before them, Kim falsely tells the clerk that she has an eight month old child whom shes been raising alone with some help from her brother. After Kim and the clerk find that the dimensions on the blueprints are the same, Jimmy, posing as the brother walks into the room without a baby. He calmly claims that he left Kims ""son"" in the Jeep outside while coming in to ask if a bag of milk seems fresh.  Kim feigns panic and rushes out with Jimmy trailing behind, leaving her bags on the counter. As they leave, Jimmy sets the bag of milk on the official blueprint and instantly begins to leak. When Kim comes back, the clerk shows her that the approved blueprints have been ruined by the milk. As Kim panics, the clerk proposes exchanging the official blueprint with Kims, since they already confirmed that they are identical.  When retrieving them, Kim instead switches them for a different copy, hidden in the same container.  The clerk then applies the official stamp on each sheet of the drawing set while Kim watches and smiles.    Mike enters the industrial trailer outside the warehouse, where one of his cohorts has been monitoring the phone call between Werner and his wife. After he ends the call, Werner looks at the security cameras set up around the warehouse. "
39,4,10, 1.53m ,2,0,"In a flashback to 1998, Jimmy appears with a group of other soon-to-be lawyers before a bar committee. Chuck speaks before the committee and vouches for his brother. That night, a party is held at a karaoke bar, celebrating Jimmys new career. While Ernesto performs, Jimmy convinces Chuck to come onstage and sing with him. As the McGills sing a duet of ABBAs ""The Winner Takes It All"", Chuck takes the microphone and steals the show while Jimmy sits in the background. Later, the two drunk brothers stumble into Jimmys apartment, where Jimmy states his ambitions of joining HHM as a fellow named partner to Chuck. As the two brothers settle into bed and fall asleep, they finish singing the ABBA song.     At Kims apartment, she and Jimmy go over their strategy for his appeal hearing the following day. Jimmy suggests that he recite the letter from Chucks will during the hearing.   The following day, Gus and Gale visit the excavation underneath Lavanderia Brillante. Gale is excited at the prospect of cooking in what will become a meth superlab, but Gus stresses that he wont begin work until the lab is complete. After Gale leaves, he runs into Mike, who has arrived to inform him of Werners death."
40,5,1,1.60m,10,0,"In Omaha, following his release from the hospital, a terrified ""Gene"" drives home, packs some luggage, retrieves a business card and a cache of diamonds from his shoe box, and switches the license plates on his car. He then drives out-of-state, listening to the police radio frequency through a CB scanner throughout the journey. Gene has breakfast at a diner, but has trouble interacting with a server when he is taken aback by a story in the newspaper. Outside the diner, he phones the Cinnabon to take a few days off work. Gene drives back home and spends that time listening to the scanner and peering outside. In 2004, shortly after the reinstatement of his law license, Jimmy is signing the DBA allowing him to practice under his new name. Outside the licensing room, Jimmy explains to an anxious Kim that, rather than practice law nobly as he misled the bar committee into believing, he plans to take the criminals who know him from his illicit drop phone business and use them as his new client base. Kim, upset by this turn of events, reluctantly agrees to accept Jimmys new plan. Jimmy returns to the licensing office to sign the final piece of paperwork as ""Jimmy Saul Goodman McGill"".  Outside the chicken farm, Bolsa confronts Lalo for spying on Guss operation and murdering the TravelWire employee. Lalo replies that he is simply looking after the interests of his uncle Hector, who believes that Gus is holding a grudge against the cartel after Hector executed his ""boyfriend."" Bolsa insists that Gus is solely concerned with business, to which Lalo expresses skepticism due to an unspecified past incident in Santiago. Bolsa says that Gus will never be ""one of us"" but that hes a good earner who keeps Eladio happy, which is all that matters. Lalo tells Bolsa that he has no further issues with Gus.  "
41,5,2,1.06m,0,0,"Sticky and Ron, two skells who had previously attended Saul Goodmans promotional burner phone sale, go on a drug-induced joyride throughout the city. In the morning they wake up after passing out behind the wheel of the car, which has crashed into the lawn of a suburban house. The two remark that ""Its Tuesday.., which means 50% off!"" and they race off in their car as the bumper is rapidly falling off, feeling confident that Jimmy will get them out of trouble in case the law catches up to them. The camera pans out to reveal a garden gnome the two had stolen broken on the pavement.  Nacho is asleep with Jo in bed next to him. All of a sudden, some men led by Tyrus burst into his house, and before he can grab his gun or escape, they pin him down and bring him into a car. They head to a restaurant where Nachos father is, where he watches as Gustavo Fring and Victor threaten him. Gus gets into the car and tells Nacho that Lalo Salamanca is a problem and that he will have to find a way to earn his trust and sabotage the operation from the inside. Lalo visits his uncle Hector Salamanca at Casa Tranquila and discusses Gus mysterious new construction project. Lalo doesnt buy Gus cover story about building a new chicken refrigeration facility, and expresses disapproval that Don Juan Bolsa and Don Eladio Vuente seem to believe Gus. An elder care worker reminds Lalo to keep Hector hydrated and hands him a ""very berry"" flavored drink. He then adds liquor from a hip flask into the drink and serves it to Hector. Lalo tastes the drink but just dumps it out and serves straight liquor to Hector. The same two tweakers from the teaser come back to the Fifth Street Apartment looking for more cocaine, this time ordering ten bags rather than their usual two. Mouse sends the ten bags down the rain gutter, but they appear to be stuck. The skells and Mouse yell back and forth, demanding they get their product since they already paid Arlo. Jimmy uses his newfound energy to finesse and sweet talk his way through the Bernalillo County Courthouse. He prepares for a monologue to give before ADA Suzanne Ericsen, but instead he encounters ADA Bill Oakley, who is unimpressed by the film crews ""candid camera""-like stunt the last time they met and refuses to budge on a sentencing deal for one of Jimmys clients. In a long shot scene, he speaks to a clerk and some clients before running to Oakley again, who has just exited the courtroom and is flabbergasted that Jimmys client had witnesses. Oakley then agrees to commute the sentence. Jimmy encounters Howard Hamlin, who congratulates him on getting his law license reinstated. Howard invites him to have lunch, only to be interrupted when Jimmy spots Ericsen leaving a courtroom and follows her down the hall. Ericson gives an instant retort to ""we have a lot in common"" with ""I hope we dont"" and refuses to discuss any of his 15 cases she is prosecuting, telling him hes just trying to make as much money as possible by taking on too many clients, before stepping into an elevator. "
42,5,3,1.18m,1,0,"In a prolonged opening sequence, an ant finds and climbs atop Jimmys fallen ice cream cone. The cone is soon swarmed and consumed by an entire colony of ants on the city sidewalk. Meanwhile, Nacho and Blingy drive Jimmy to a garage where Lalo is repairing his car. Lalo warmly greets a fearful Jimmy and states that he is impressed with how Jimmy used his communication skills to talk Tuco out of killing the skateboarders a few years previously. Lalo tells Jimmy that he wants him to carry a message to Krazy-8 inside the Metropolitan Detention Center, which is protected under attorney-client privilege. Jimmy tries to talk himself out of the imposed job by mentioning increased rates, but Lalo hands him over the demanded fee in cash on the spot. Jimmy returns to Kims apartment and finds Kim waiting for him on their balcony. Kim is in a celebratory mood, as her schedule the following day is packed with her pro bono cases instead of work for Mesa Verde. When Kim asks how Jimmys day went, Jimmy evasively answers that he met ""some interesting people"" and had a few ""ups and downs"" but insists that he had his best day yet in terms of income. Kim appears to aware that Jimmy is not telling her the whole truth but doesnt confront him.  As Jimmy sits across the street from the MDC, an unmarked police car arrives carrying DEA agents Hank Schrader and Steven Gomez. As they enter the jail and leave their weapons in a holding room, Hank and Gomez engage in conversation about expired food. They walk into the interview room and meet with Krazy-8, who has expressed a willingness to talk. Following Jimmy and Lalos script, Krazy-8 gives the agents details about drug dealing procedures and where hidden drug money can be found. Playing his part in the charade, Jimmy loudly enters the room and pretends to have a disagreement with his client about sharing information with the police. Hank immediately sees through Jimmys ""Saul Goodman"" persona, and he and Gomez are suspicious of the overblown performance. When the agents attempt to leave the room, Jimmy tells them that Krazy-8s information will lead to results; Hank insists that it has to lead to further arrests. Jimmy demands protection for his client as a confidential informant. Agreeing on that, Krazy-8 continues by sharing the exact locations of three dead drops.  Kim arrives in Tucumcari and meets Paige on a barren plot of land which used to be a residential neighborhood, where only one house remains standing. The homeowner, Everett Acker, is stubbornly refusing to sell his piece of the land, on which Mesa Verde plans to build a call center. Meeting with Acker outside his house, Kim pragmatically outlines the situation -- that Acker merely took out a lease on the land, but did not purchase it -- but also tries to empathize with his point of view. She informs Acker that Mesa Verde has raised the contractually agreed sum for buying him out. Acker flatly refuses the new offer, dismissing her overtures as merely a tactical move by Mesa Verde and insisting that no one will ever get him to abandon his property. When Acker calls out Kim on moral grounds, she angrily takes Mesa Verdes offer off the table and tells him to stick to the law like his former neighbors, who sold their homes. Even though Paige thinks Kim has brought the dispute to an end, Kim isnt pleased with the situation.  At dusk, Kim is driving back from Tucumcari while being updated on her pro bono cases by Stef via phone. Uneasy with her encounter with Acker, she decides to turn around and drive back to Tucumcari, reaching Ackers house after dark. Using a plank of wood to gain access to Ackers property, Kim persuades him to speak with her again. Kim tells Acker that she has visited a real estate office and has found some houses in his price range that he might like, even offering to help him move out of her own pocket. Kim is forced to admit that she doesnt know how Acker feels since she has never been a homeowner herself. She further tells him about her childhood, during which her mother often couldnt pay rent and forced the family to move from one place to another. Acker accuses Kim of making up her story in order to cajole him into selling his land and goes back into his house."
43,5,4,1.22m,0,0,"Jimmy enters a thrift shop and begins browsing for large, heavy objects. After handling a series of such objects, Jimmy finally comes across three bowling balls that he purchases for $75. Jimmy packs them in a duffel bag and leaves the store. After a drunkenly sleeping together the previous night, Jimmy and Kim struggle to wake up and engage in their morning routine. Whilst exiting Kims apartment, they walk past the shattered bottles they threw over the balcony. Jimmy tells Kim that he has decided to finally take up Howard on his offer of lunch; Kim wants to spend the day ""fixing"" the day before. After Jimmy drives away, Kim sweeps up glass shards on the tarmac and calls in to one of the associates at Schweikart and Cokely, beginning to devise a plan to resolve the land dispute in Tucumcari involving Everett Acker. At Schweikart and Cokely, Kim attends a meeting with Paige and Kevin concerning the Tucumcari call center, and suggests that Mesa Verde move construction to another lot and allow Acker to continue living in his house. Paige expresses doubts, but Kim rebuts her with a PowerPoint presentation that she composed ahead of the meeting, trying to convince them that conditions at the alternative lot have become more favorable than Ackers land. Although Kim argues the ""reputational risk"" to Mesa Verde of forcing Acker off his property, Kevin and Paige insist that the bank is lawfully entitled to the land. Paige tells Kevin that Acker will be out of his house and construction proceeding by the following Friday. Kim is disillusioned by the decision. As Los Pollos Hermanos is closing for the night, a tense Gus waits by the phone to hear whether the plans concerning the dead drops have gone to plan. Gus vents his frustration by making Lyle clean the fryer twice, with neither job being to Gus dissatisfaction. Meanwhile, Hank and Gomez lay in wait for the final dead drop and engage in humorous conservation about the origins of the word ""culvert"". A suspect finally approaches the drop and collects the money before attempting a getaway in his car. Hank drives through the culvert in an attempt to intercept the suspect. Hanks plan seems to have worked, but the suspect suddenly -- leaving the drug money in the car -- runs away on foot. The DEA agents continue to search the area to no avail. The suspect, one of Gus subordinates, is escorted out of the area in an SUV by Victor. Gomez counts $700,000 from the drop, but Hank is dissatisfied with the fact that the big shot dealers are still out there. Gomez reminds him that three suspects are still in custody and Krazy-8 is back on the streets as an informant. Despite his misgivings, Hank cheerfully addresses the DEA and APD officers who helped with the stake-out, inviting them to a bar to celebrate. After receiving a phone call from Victor that everything went according to plan, Gus finally allows Lyle go home. In Tucumcari, Jimmy lets himself onto Ackers property and greets him at his front door, using a picture of ""a man fucking a horse"" -- with the man representing Jimmy and the horse representing Mersa Verde -- to persuade him to let Jimmy act as his lawyer. As he leaves the property, Jimmy calls a thankful Kim to acknowledge the development. That night, Jimmy drives his Suzuki Esteem to Howards house. Donning gloves, Jimmy throws the bowling balls he purchased over Howards gate. Two out of three successfully hit Howards Jaguar, denting the hood and smashing the back windshield. Jimmy flees before a shocked Howard emerges from his balcony."
44,5,5,1.45m,0,0,"After waking up at the rural compound in Mexico, Mike wanders into the kitchen and asks the cook, Senora Cortazar, where he is, learning that the phone cant make long-distance calls. Mike leaves the property and walks some distance down a dirt road. He finds and sits next to a road marker, where he notices that the battery of his phone is dead. Guss doctor, Barry Goodman, drives up to Mike in a microcar and approaches him, stating that Gus has tasked Barry with keeping Mike alive. Mike begrudgingly allows Barry to takes him back to the compound.  In Tucumcari, a demolition crew is making preparations to empty and bulldoze Everett Ackers house when Jimmy, acting in his capacity as Ackers attorney, approaches them. Jimmy and Acker persuade a sheriffs deputy that the address on the eviction order in incorrect, forcing the demolition to be delayed by a day. Later, at the Albuquerque Country Club, Kevin meets with Kim and Paige and complains about Jimmys stalling tactic. Kim tries to withdraw from the case, citing the conflict of interest of having Jimmy, her boyfriend, being Ackers counsel. Kevin suspects that Acker hired Jimmy precisely to have her removed from the case, and insists that Kim remain involved with the case and press ahead with building the Tucumcari call center.  At Kims apartment, Jimmy is cooking curry in the kitchen when Howard phones him, asking if he has considered his offer of a job at HHM. Jimmy falsely tells Howard that he is mulling it over, and hangs up on Howard before he can give him more details about the job. After doing so, Jimmy strikes and breaks a ceramic object in a duffel bag with a hammer. Kim comes home and informs Jimmy that Kevin has refused to remove her from the Acker case. Jimmy asks Kim to recount her discussion with Kevin in detail, urging her to make a mocking imitation of his sitting posture and drawling accent. Roleplaying the impromptu skit causes Jimmy and Kim to decide to take a shower together.  That night, Kim and Jimmy laying in bed and discuss the Acker case. Despite Jimmys assurances that she did the best she could do for Acker, Kim has resigned herself to his impending eviction. Despite telling Kim that the pragmatic thing to do is to take the loss and move on, Jimmy entices her with the idea that there is still ""another play"" to help Acker: ""going after"" Kevin and forcing him a compromise. Jimmy makes a phone call to Mike, who is still convalescing at the compound in Mexico, and offers him a paying job performing ""oppo research""; Mike flatly refuses. After ending the call, Mike helps Senora Cortazar prevent water from leaking through a window during a rainstorm. The following morning, Mike performs repair work on the faulty windowsill.  The next day, at Schweikart & Cokely, Kim is looking at images of Mesa Verdes cowboy logo when Rich enters her office. Rich suggests to Kim that she temporarily disengage from her work on Mesa Verde. When pressed by Kim, Rich implies that he has seen through her actions and has deduced that she and Jimmy have been working against Mesa Verde on the Acker case. Incensed, Kim follows Rich into the hallway outside and, in front of other staff members, angrily confronts him and denies that she is throwing the Tucumcari situation against her own client. She returns to her office and sulks."
45,5,6,1.40m,0,0,"In a flashback, a teenage Kim waits outside her Junior High School in Nebraska, holding a cello. Kims mother, who is obviously driving under the influence, finally drives to the school to pick up her daughter, but a sensible and frustrated Kim is reluctant to get in the car. Kims mother attempts to convince her that she is sober, but Kim decides she will walk home, at which point her mother tells her ""you never listen"" and drives off. At the nail salon, Jimmy presents Joeys film crew with a project to edit an old Mesa Verde commercial in which a young Kevin and his father appear. Jimmy wants to produce the video for the next day, so the crew tinkers with a green screen and hires a few locals to shoot that night in the salon. Remorseful, Kim goes to the salon and pitches Jimmy a $75,000 deal favoring Everett Acker, offering to supplement from her own pocket any amount that Mesa Verde will agree to pay in order to quickly close the case. A surprised Jimmy tries to dissuade Kim but ends up accepting the decision. At Schweikart and Cokely, Kim, Rich, and Viola attend a conference call with Jimmy and learn that Acker has agreed to settle the case. Afterwards, Kim apologizes to Rich for the scene she made after he tried to pull her off of her Mesa Verde work. Rich accepts her apology, but warns her to never make a dispute with him public in front of the rest of his staff again. The two agree to go to a lunch meeting together in order to project unity within the firm. At a police precinct, Mike compels an office clerk to deliver the Whalen case file to Det. Tim Roberts. After he receives the file, Roberts partner informs him that Lily has called in identifying the car she had seen at the TravelWire, which matches the description of a car which rammed a motorist at a public parking lot on the day of Freds murder. At the parking lot, the motorist states that he can identify the driver of the other car, giving them a lead linking Lalo to the murder. After Jimmy leaves, Kevins legal team struggles to figure out how they can deal with his threats. Kevin excuses himself from the conference room to surreptitiously make a phone call to Jimmy and agree to a deal. Meeting with Kevin in a parking garage, Jimmy lays out his terms: Acker is allowed to keep his house, receives $75,000, and a public apology from Mesa Verde; while the photographer receives $100,000 for future use and credit for the banks logo. In exchange, Jimmy agrees to never broadcast the commercials attacking Mesa Verde."
46,5,7,1.30m,0,0,"Jimmy and Kim discuss their impending nuptials outside of the courthouse while waiting to get their marriage certificate. Kim makes Jimmy promise to not hide anything from her ever again. After Huell arrives as their witness, Jimmy explains to him that this marriage is purely a formality. Jimmy and Kim exchange their vows in front of a judge, with Kim appearing very happy while saying her vows. After the wedding, Kim leaves for her office at Schweikart and Cokely, promising to return home early. Jimmy gets a call from Nacho, who tells him that he has a new client named Jorge de Guzman. ""De Guzman"" is actually an alias being used by Lalo, who has been charged with the murder of Fred Whalen. Jimmy tells the judge that Lalo pleads not guilty; however, the judge denies bail to Lalo. Later, as he and Jimmy privately discuss the case, Lalo says that he wants neither a deal with prosecution nor a trial, intending to be released on bail. Jimmy replies that that will be very difficult to do, since the charges against him are serious. Lalo assures him that he will be a friend of the cartel if he carries out the task.  Kim, Rich, Paige, and Kevin convene at Mesa Verdes offices to discuss their disastrous last meeting. Kim apologizes profusely for the incident, but Kevin is disappointed with how poorly S&C dealt with the situation. Before Kim and Rich leave, Kevin tells Kim she can ""do better than"" Jimmy. Kim starts to leave with Rich, but changes her mind and returns to the meeting room. She tells Kevin that for all S&Cs slip-ups, Kevin also has some responsibility to bear for the fiasco by ignoring her legal advice - Kevin decided to listen to Jimmy, even when Kim explicitly told him not to. Kevin is apparently impressed upon hearing Kims counter argument, and declares that their next meeting is on Thursday. In Houston, Gus is attending a board meeting of the CEOs of Madrigals restaurant chains, chaired by Peter Schuler. Later that evening, after checking into a local hotel, Gus visits an adjacent room where Schuler and Lydia are waiting for him. Peter complains about the delays in building the excavation and warns that it will be difficult for him to get further funds, considering how close hes come to getting caught. Gus assures him that things will be smoothed out, reminding him of a situation in Santiago where their backs were on the wall but Peter managed to get Gus indebted to him. Lydia suggests that they arrange for Lalo to be shanked in jail, an idea Gus shoots down because such circumstances would cast suspicion on him for Lalos death. Its clear Gus needs to do something, as he cannot risk his insider in Lalos crew being exposed.  Under the cover of darkness, Gus and Nacho break into a Los Pollos Hermanos restaurant in Los Lunas. While Nacho vandalizes the seating area, Gus turns up the burners in the kitchen, filling the room with gas, and heats up a fryer full of oil. He then grabs a frozen chicken from the freezer and sets it on the backside of the cookers cover as an improvised ramp, so it will slowly slide down into the fryer. He then leaves the restaurant, returning to his car as the chicken falls into the fryer and ignites the hot oil, causing a massive explosion that destroys the restaurant."
47,5,8,1.42m,1,0,"At a cartel stash house in Mexico stocked with luxury cars and a vault, two men clean a car whose seats are covered in blood. The Cousins arrive and silently fill two bags with $7 million in hard cash, required for Lalos bail. After they depart, the manager of the stash house calls someone and informs them about the Cousins visit. Lalo is amused after reading a newspaper report on the arson of the Los Pollos Hermanos in Los Lunas. He gives Jimmy directions to the site of his rendezvous with the Cousins. Jimmy tries to get out of the assignment by suggesting that the Cousins can come directly to Albuquerque or that Nacho can pick it up. Lalo refuses, assuring Jimmy that he is ""the guy for this"". When Jimmy is still reluctant, Lalo says that he will find someone else. Jimmy is about to leave, but turns around at the door and demands $100,000 as commission. Lalo agrees. A nervous Jimmy stands near the well designated as the meeting spot, practicing his prepared Spanish dialogues, as well as straightening his tie and cleaning a spot off his shoe using his water bottle. After some time, the Cousins arrive. Jimmy tells them that he is the abogado (lawyer) sent by Lalo. The Cousins maintain their characteristic reticence and silently place the duffel bags in Jimmys hands. Without saying a single word, they return to their car and leave.  As they are driving home in Jimmys car, Mike tries to console a traumatized Jimmy by saying that he should be happy that hes alive. Suddenly, the engine sputters to a halt. After further inspection, Mike concludes that the alternator was shot. They collect all the essentials from the car and wreck it by pushing it in a nearby ravine. They leave the road to avoid the surviving mercenary, traveling through the open desert. Jimmy carries the heavy, money-filled duffel bags. Kim visits Lalo in jail, demanding that he divulge the location of Jimmys assignment. Lalo is irritated to hear that Kim knows about the trip, and is amused upon hearing that shes Jimmys wife. He tells her that there is no point in her knowing that information since Jimmy has the survival skills of a cucaracha (cockroach), suggesting that she wait a day to see whether he is still alive. Lalo leaves the meeting abruptly, refusing to help Kim and ignoring her pleas."
48,5,9,1.51m,1,0,"As Jimmy and Mike are continuing their journey back to Albuquerque through the desert, an anxious Kim waits in her apartment for any news about Jimmys whereabouts. Eventually Jimmy and Mike reach an area where they finally catch a cell phone signal. Jimmy immediately calls Kim and assures her that he is safe. Kim breaks down after receiving the good news. At a rural truck stop, Jimmy and Mike, having changed their clothes, are picked up by Tyrus and Victor in an SUV. On the drive back into town, Tyrus and Victor explain that Gus has sent men to clean up the site of the gunfight, but that Jimmys wrecked Suzuki could not be located. Mike instructs an exhausted Jimmy to practice a script to explain why the money pickup took thirty-six hours instead of a single afternoon. Jimmy, visibly disheveled, totes two duffel bags carrying a total of $7 million in cash into a bail office and posts Lalos bail. As the bail office staff count the money, the prosecutors handling Lalos case confront Jimmy and demand to know where all the money came from, but Jimmy refuses to give an answer.  At Los Pollos Hermanos, Mike informs Gus about what happened in the desert. After Mike draws a picture of a tattoo that the gunmen wore, Gus realizes they were hired by Juan Bolsa. Gus phones Bolsa at his hacienda and gives him the news that Lalo will soon be returning to Mexico. Gus realizes, and explains to Mike, that Bolsa organized the attack on Jimmy in order to protect Gus business, and by extension Bolsas own business. Gus assures Mike that Bolsa will not be a problem, but warns him that their actions must be unimpeachable with the cartel going forward. Before he leaves, Mike tries to argue that Nacho be allowed to stop working as Gus double agent, reasoning that Nacho has served his purpose and expressing opposition to threatening his father. However, Gus tells Mike that he does not want to give up an asset and that Nacho must be kept under control as he is prone to betrayal. Later that night, Nacho phones one of Gus underlings and gives an update about Lalos status; when he alludes to his work for Gus being over, the underling tells him to ""just do what youre told."" At Casa Tranquila, Lalo tells Hector that he plans on hiding out in Mexico for up to a year until the police are no longer looking for him, and that Nacho will be overseeing the Salamanca operation until Tuco is released from prison in eleven months time. He also assures Hector that his departure will not be the end of the Salamancas power play against Gus, planning to use with influence with Don Eladio to turn the cartel boss against the ""Chicken Man"". As he leaves Casa Tranquila, Lalo looks back with pity as Hector is made to attend another convalescents birthday party. Outside, Lalo tells Nacho to drive him to the border. Victor watches the two as they drive away. While Jimmy and Kim argue about her leaving S&C, Jimmy begins receiving several phone calls which he declines out of frustration. Kim goes to the door to answer someone knocking, allowing Jimmy to pick up the call. The caller turns out to be Mike, who tells Jimmy to leave his phone on but hidden so he can listen. The visitor at the door, turns out to be Lalo, who enters the apartment and asks Jimmy repeat the story he told him about his desert trek. Outside, Mike has sniper rifle trained on the room from a nearby roof. Lalo reveals he found bullet holes in Jimmys car. Kim tells Lalo that passersby probably shot at the car for fun and berates him for not trusting Jimmy. Lalo seems satisfied and departs. He tells Nacho to drive to Mexico, but not the original pickup site."
49,5,10,1.59m,0,0,"After the confrontation, Lalo leaves Kims apartment and drives away in Nachos car. Jimmy picks up the phone and asks Mike what happens next. Mike just replies, ""Well see"" and remarks that Kim saved his life. When he ends the call and Kim asks him who he was talking to, Jimmy tells her the truth about his desert trek with Mike. Jimmy and Kim feel the apartment isnt safe and immediately go to a hotel to wait out the situation for a few days. Mike meets Gus at the burned down Los Pollos Hermanos, Los Lunas restaurant and informs him that Lalo and Nacho went to Lalos Chihuahua home. Gus reveals to Mike he has sent assassins after Lalo and suggests Nacho can help them.  Kim ignores Jimmys request to remain at the hotel and visits the courthouse. She meets with a public defender named Grant and accepts twenty pending felony cases pro bono. While in an elevator, she unexpectedly encounters Howard and his associates from HHM. On her way out, Kim tells Howard she quit Schweikart and Cokely. This intrigues Howard, and he attempts to find out what exactly happened. Kim tries to leave but Howard beckons her into an empty courtroom for privacy. Howard warns her about Jimmys recent harassment and suggests Kim should stop following his lead. Kim laughs at Howard and says she is insulted by the notion that she cannot decide for herself. As she leaves, Howard tells her that Chuck best understood Jimmy. Lalo prepares Nacho for his first meeting with Don Eladio. When Lalo enters Eladios Hacienda, the Don waltzes in and charms all of the gangsters in attendance. At their meeting with Eladio, Lalo explains that Nacho is associated with Tuco and will manage the Salamanca business while Lalo is in Mexico. Lalo also gives Eladio a Ferrari 308 GTS, which Eladio recognizes from Magnum P.I. Eladio is impressed with Nachos plans to expand Salamanca territory and gives his blessing. At 3 a.m., Nacho is approaching the back gate to let in Gus assassins when he finds Lalo, awake, sitting next to a fire pit. Looking for a way to distract Lalo, Nacho goes to the kitchen on the pretense of grabbing stronger drinks, pours a lot of oil into a pan, and places it over the lit stove. Soon, when Lalo runs to the kitchen to investigate smoke, Nacho to opens the gate for Guss assassins and flees. "
